Application,Pointers,Void Pointers,Uninitialized Pointers,Smart Pointers,Mallocs,Frees,Implicit Casts from Malloc,Unsafe Functions,Unsafe Casts,Construct from Implicit Cast,Unions,Ref Class Members,Ref Returns,Ref Const Returns,Ref to Deref,Address of Array,2D Arrays
,26,0,16,0,0,1,0,24,0,13,0,0,9,0,0,0,0
,1,0,1,0,0,2,0,30,0,0,0,1,0,0,0,0,0
,1,0,1,0,0,2,0,30,0,0,0,1,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,1,0,0,0,0,0,0,0
,1,0,1,0,0,1,0,20,0,1,0,0,0,0,0,0,0
,20,0,9,1,0,1,0,20,0,16,0,2,0,0,0,0,0
,20,0,9,1,0,1,0,20,0,16,0,2,0,0,0,0,0
,19,0,8,0,0,2,0,39,0,9,0,1,2,0,0,0,0
,19,0,8,0,0,2,0,39,0,9,0,1,2,0,0,0,0
,99,0,58,0,0,2,0,39,0,10,0,0,0,0,0,0,0
,99,0,58,0,0,2,0,39,0,10,0,0,0,0,0,0,0
,72,0,23,1,0,1,0,20,0,47,0,5,0,0,2,0,0
,72,0,23,1,0,1,0,20,0,47,0,5,0,0,2,0,0
,44,0,23,2,0,1,0,20,0,67,0,22,10,0,1,0,0
,44,0,23,2,0,1,0,20,0,67,0,22,10,0,1,0,0
,33,0,18,0,0,2,0,29,0,3,0,0,0,0,0,0,0
,33,0,18,0,0,2,0,29,0,3,0,0,0,0,0,0,0
,1,0,1,0,0,2,0,29,0,1,0,0,1,0,0,0,0
,1,0,1,0,0,2,0,29,0,1,0,0,1,0,0,0,0
,4,0,2,0,0,2,0,30,0,1,0,1,0,0,0,0,0
,4,0,2,0,0,2,0,30,0,1,0,1,0,0,0,0,0
,31,0,15,0,0,5,0,24,2,6,0,13,4,0,1,0,0
,31,0,15,0,0,5,0,24,2,6,0,13,4,0,1,0,0
,14,0,12,2,0,11,0,30,0,25,0,8,4,0,0,0,0
,14,0,12,2,0,11,0,30,0,25,0,8,4,0,0,0,0
,35,0,26,0,0,2,0,34,4,5,0,1,4,0,0,0,0
,35,0,26,0,0,2,0,34,4,5,0,1,4,0,0,0,0
,47,0,7,0,0,1,0,20,0,78,0,3,0,0,0,0,0
,47,0,7,0,0,1,0,20,0,78,0,3,0,0,0,0,0
,13,0,5,0,0,2,0,30,0,12,0,2,2,4,0,0,0
,13,0,5,0,0,2,0,30,0,12,0,2,2,4,0,0,0
,22,0,14,0,0,2,0,21,0,12,0,6,1,0,1,0,0
,22,0,14,0,0,2,0,21,0,12,0,6,1,0,1,0,0
,77,0,25,1,0,8,0,27,0,47,0,13,3,0,2,0,0
,77,0,25,1,0,8,0,27,0,47,0,13,3,0,2,0,0
,4,0,0,0,0,1,0,12,0,3,0,0,0,0,0,0,0
,4,0,0,0,0,1,0,12,0,3,0,0,0,0,0,0,0
,73,0,10,1,0,1,0,36,0,125,0,42,1,0,2,0,0
,73,0,10,1,0,1,0,36,0,125,0,42,1,0,2,0,0
,21,0,12,0,0,1,0,20,0,3,0,1,3,0,1,0,0
,21,0,12,0,0,1,0,20,0,3,0,1,3,0,1,0,0
,42,0,9,0,0,1,0,20,8,69,1,8,6,0,0,0,0
,42,0,9,0,0,1,0,20,8,69,1,8,6,0,0,0,0
,5,0,1,0,0,1,0,20,0,16,0,3,0,0,0,0,0
,5,0,1,0,0,1,0,20,0,16,0,3,0,0,0,0,0
,96,0,39,1,0,1,0,20,2,21,0,3,4,0,0,0,0
,96,0,39,1,0,1,0,20,2,21,0,3,4,0,0,0,0
,36,0,14,0,0,2,0,34,0,8,0,2,1,0,0,0,0
,36,0,14,0,0,2,0,34,0,8,0,2,1,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,37,0,22,0,0,2,0,30,0,6,0,0,0,0,0,0,0
,37,0,22,0,0,2,0,30,0,6,0,0,0,0,0,0,0
,39,0,9,1,0,2,0,21,0,48,0,12,2,0,0,0,0
,39,0,9,1,0,2,0,21,0,48,0,12,2,0,0,0,0
,10,0,1,0,0,1,0,20,0,7,0,0,0,0,0,0,0
,10,0,1,0,0,1,0,20,0,7,0,0,0,0,0,0,0
,12,0,3,0,0,1,0,21,0,4,0,0,0,0,0,0,0
,12,0,3,0,0,1,0,21,0,4,0,0,0,0,0,0,0
,1,0,1,0,0,2,0,30,0,4,0,1,0,0,0,0,0
,1,0,1,0,0,2,0,30,0,4,0,1,0,0,0,0,0
,5,0,1,0,0,1,0,20,3,10,0,4,0,0,0,0,0
,5,0,1,0,0,1,0,20,3,10,0,4,0,0,0,0,0
,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,81,0,58,1,0,1,0,26,0,390,0,27,16,2,0,0,0
,81,0,58,1,0,1,0,26,0,390,0,27,16,2,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,11,0,2,0,0,1,0,10,0,5,0,0,0,0,0,0,0
,11,0,2,0,0,1,0,10,0,5,0,0,0,0,0,0,0
,142,0,86,0,0,2,0,33,2,33,1,36,20,0,2,0,0
,142,0,86,0,0,2,0,33,2,33,1,36,20,0,2,0,0
,20,0,7,1,0,1,0,20,0,17,0,4,2,0,0,0,0
,20,0,7,1,0,1,0,20,0,17,0,4,2,0,0,0,0
,63,0,28,0,0,5,0,25,0,43,0,16,3,0,1,0,0
,63,0,28,0,0,5,0,25,0,43,0,16,3,0,1,0,0
,3,0,0,0,0,3,0,14,9,43,0,0,0,0,0,0,0
,3,0,0,0,0,3,0,14,9,43,0,0,0,0,0,0,0
,31,0,25,0,0,2,0,29,0,2,0,0,0,0,0,0,0
,31,0,25,0,0,2,0,29,0,2,0,0,0,0,0,0,0
,4,0,4,0,0,2,0,29,0,0,0,0,0,2,0,0,0
,4,0,4,0,0,2,0,29,0,0,0,0,0,2,0,0,0
,20,0,7,0,0,1,0,10,0,27,0,2,1,0,0,0,0
,20,0,7,0,0,1,0,10,0,27,0,2,1,0,0,0,0
,5,0,4,0,0,2,0,29,0,2,0,0,0,2,0,0,0
,5,0,4,0,0,2,0,29,0,2,0,0,0,2,0,0,0
,20,0,15,1,0,2,0,30,1,0,0,2,0,0,0,0,0
,20,0,15,1,0,2,0,30,1,0,0,2,0,0,0,0,0
,12,0,4,0,0,2,0,30,0,4,0,0,0,0,0,0,0
,12,0,4,0,0,2,0,30,0,4,0,0,0,0,0,0,0
,53,0,30,0,0,2,0,30,0,0,0,5,2,0,0,0,5
,53,0,30,0,0,2,0,30,0,0,0,5,2,0,0,0,5
,73,0,52,0,0,2,0,30,0,7,0,10,0,0,0,0,0
,73,0,52,0,0,2,0,30,0,7,0,10,0,0,0,0,0
,0,0,0,0,0,2,0,29,0,0,0,0,2,0,0,0,0
,0,0,0,0,0,2,0,29,0,0,0,0,2,0,0,0,0
,55,0,23,2,0,1,0,30,2,106,0,17,9,0,2,0,0
,55,0,23,2,0,1,0,30,2,106,0,17,9,0,2,0,0
,8,0,4,2,0,1,0,30,1,28,0,2,6,0,0,0,0
,8,0,4,2,0,1,0,30,1,28,0,2,6,0,0,0,0
,45,0,11,1,0,4,0,23,0,43,0,2,1,0,0,0,0
,45,0,11,1,0,4,0,23,0,43,0,2,1,0,0,0,0
,70,0,37,1,0,2,0,30,24,27,0,17,3,2,0,0,0
,70,0,37,1,0,2,0,30,24,27,0,17,3,2,0,0,0
,21,0,8,0,0,1,0,20,0,12,0,5,2,0,0,0,0
,21,0,8,0,0,1,0,20,0,12,0,5,2,0,0,0,0
,23,0,10,0,0,1,0,20,0,21,0,4,8,0,1,0,0
,23,0,10,0,0,1,0,20,0,21,0,4,8,0,1,0,0
,22,0,14,0,0,2,0,30,0,15,0,4,0,0,0,0,0
,22,0,14,0,0,2,0,30,0,15,0,4,0,0,0,0,0
,12,0,2,0,0,1,0,20,0,9,0,0,1,0,0,0,0
,12,0,2,0,0,1,0,20,0,9,0,0,1,0,0,0,0
,3,0,1,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,3,0,1,0,0,2,0,30,0,1,0,0,0,0,0,0,0
,38,0,12,2,0,3,0,42,5,42,0,9,1,1,0,0,0
,38,0,12,2,0,3,0,42,5,42,0,9,1,1,0,0,0
,23,0,10,1,0,4,0,23,0,12,0,18,2,0,0,0,0
,23,0,10,1,0,4,0,23,0,12,0,18,2,0,0,0,0
,21,0,14,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,21,0,14,0,0,2,0,30,0,2,0,0,0,0,0,0,0
,9,0,5,1,0,6,0,25,6,8,0,4,0,0,0,0,0
,9,0,5,1,0,6,0,25,6,8,0,4,0,0,0,0,0
,4,0,2,0,0,2,0,30,0,8,0,1,0,0,0,0,0
,4,0,2,0,0,2,0,30,0,8,0,1,0,0,0,0,0
,13,0,9,2,0,2,0,30,0,0,0,0,2,0,0,0,0
,13,0,9,2,0,2,0,30,0,0,0,0,2,0,0,0,0
,29,0,15,0,0,3,0,22,0,9,0,9,0,0,6,0,0
,29,0,15,0,0,3,0,22,0,9,0,9,0,0,6,0,0
,6,0,1,0,0,1,0,20,0,0,0,3,0,0,0,0,0
,6,0,1,0,0,1,0,20,0,0,0,3,0,0,0,0,0
,24,0,10,0,0,2,0,30,0,2,0,1,0,0,0,0,0
,24,0,10,0,0,2,0,30,0,2,0,1,0,0,0,0,0
,22,0,11,0,0,1,0,20,0,9,0,1,2,0,1,0,0
,22,0,11,0,0,1,0,20,0,9,0,1,2,0,1,0,0
,12,0,6,0,0,2,0,21,0,9,0,5,0,2,0,0,0
,12,0,6,0,0,2,0,21,0,9,0,5,0,2,0,0,0
,119,0,49,0,0,5,0,24,0,20,0,20,3,0,5,0,0
,119,0,49,0,0,5,0,24,0,20,0,20,3,0,5,0,0
,17,0,9,1,0,3,0,22,0,8,0,9,1,0,0,0,0
,17,0,9,1,0,3,0,22,0,8,0,9,1,0,0,0,0
,78,0,35,0,0,2,0,30,1,18,0,8,5,1,0,0,0
,78,0,35,0,0,2,0,30,1,18,0,8,5,1,0,0,0
,0,0,0,0,0,1,0,12,0,10,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,12,0,10,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
cereal,76774,6802,44015,1344,40,127,0,1664,28494,119313,782,2221,53877,3057,716,1480,270
,66,30,55,0,0,0,0,0,1,6,0,2,47,5,4,0,0
,167,56,134,12,0,1,0,0,26,285,0,3,233,28,4,0,0
,1284,95,630,10,1,3,0,42,489,2003,12,33,886,44,68,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1297,92,751,10,1,3,0,42,497,2558,12,33,1252,71,7,23,3
,674,56,394,0,0,0,0,0,220,615,8,20,293,8,4,15,4
,1180,104,638,10,1,3,0,42,554,2277,12,33,879,56,9,23,3
,674,56,394,0,0,0,0,0,220,613,8,20,289,8,4,15,4
,1177,90,661,10,1,3,0,42,491,2244,12,49,889,50,7,23,3
,674,56,394,0,0,0,0,0,220,591,8,20,289,8,4,15,4
,1151,88,647,10,1,3,0,42,489,2103,12,33,788,34,7,23,3
,674,56,394,0,0,0,0,0,220,595,8,20,289,8,4,15,4
,1175,92,663,10,1,3,0,42,497,2168,12,45,835,36,7,23,3
,674,56,394,0,0,0,0,0,220,591,8,20,289,8,4,15,4
,1225,99,657,15,1,3,0,42,494,2395,12,33,1135,57,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,291,8,4,15,4
,1140,90,634,10,1,3,0,42,493,2316,12,33,902,40,7,23,3
,674,56,394,0,0,0,0,0,220,591,8,20,289,8,4,15,4
,1139,90,633,10,1,3,0,42,493,2116,12,33,902,40,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1139,90,633,10,1,3,0,42,493,2116,12,33,902,40,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1592,92,994,226,1,3,0,42,612,3475,12,37,1869,154,7,23,3
,674,56,394,0,0,0,0,0,222,651,8,20,294,8,4,15,4
,1360,98,794,18,1,3,0,42,493,2805,12,33,1540,105,7,23,3
,674,56,394,0,0,0,0,0,220,607,8,20,289,8,4,15,4
,1272,92,738,154,1,3,0,42,489,2698,12,33,1153,65,7,23,3
,674,56,394,0,0,0,0,0,220,671,8,20,289,8,4,15,4
,1219,92,699,60,1,3,0,42,497,2174,12,33,956,49,7,23,3
,674,56,394,0,0,0,0,0,220,587,8,20,291,8,4,15,4
,1272,95,731,10,1,3,0,42,497,2462,12,33,1216,73,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1134,90,628,10,1,3,0,42,493,2129,12,33,892,36,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1184,88,674,10,1,3,0,42,489,2321,12,37,945,42,7,23,3
,674,56,394,0,0,0,0,0,220,611,8,20,289,8,4,15,4
,1172,94,648,10,1,3,0,42,502,2551,12,33,934,37,7,23,3
,674,56,394,0,0,0,0,0,220,648,8,20,289,8,4,15,4
,1689,310,1081,264,1,3,0,42,551,4429,12,73,1788,182,55,23,3
,674,56,394,0,0,0,0,0,220,656,8,20,302,8,4,15,4
,1140,93,642,10,1,3,0,42,509,2137,12,33,761,36,7,23,3
,674,56,394,0,0,0,0,0,220,663,8,20,289,8,4,15,4
,1276,97,733,10,1,3,0,42,493,2269,12,33,1245,97,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1204,90,683,10,1,3,0,42,493,2205,12,33,1069,65,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1139,90,633,10,1,3,0,42,493,2105,12,33,892,40,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1204,90,683,10,1,3,0,42,493,2205,12,33,1069,65,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1128,88,628,10,1,3,0,42,489,1999,12,33,748,32,7,23,3
,674,56,394,0,0,0,0,0,220,587,8,20,289,8,4,15,4
,1150,93,642,10,1,3,0,42,494,2163,12,33,880,64,7,23,3
,674,56,394,0,0,0,0,0,220,598,8,20,289,8,4,15,4
,1377,197,834,52,1,3,0,42,512,2834,12,37,1233,97,23,23,3
,674,56,394,0,0,0,0,0,220,623,8,20,291,8,4,15,4
,1173,88,665,10,1,3,0,42,489,2489,12,37,914,41,7,23,3
,674,56,394,0,0,0,0,0,220,595,8,20,289,8,4,15,4
,1157,87,645,10,1,3,0,42,485,2096,12,43,814,41,7,23,3
,674,56,394,0,0,0,0,0,220,592,8,20,290,8,4,15,4
,1268,95,730,10,1,3,0,42,497,2512,12,33,1195,80,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1246,93,713,10,1,3,0,42,493,2554,12,33,1170,73,7,23,3
,674,56,394,0,0,0,0,0,220,591,8,20,289,8,4,15,4
,1134,90,628,10,1,3,0,42,493,2039,12,33,892,36,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1134,90,628,10,1,3,0,42,493,2035,12,33,892,36,7,23,3
,674,56,394,0,0,0,0,0,220,571,8,20,289,8,4,15,4
,1186,88,675,19,1,3,0,42,497,2066,12,42,860,40,7,23,3
,678,56,396,0,0,0,0,0,220,588,8,21,293,8,4,15,4
,1289,97,634,10,1,3,0,42,493,2168,12,33,913,47,68,23,3
,674,56,394,0,0,0,0,0,220,591,8,20,289,8,4,15,4
,1152,98,635,10,1,3,0,42,493,2294,12,33,948,50,7,23,3
,674,56,394,0,0,0,0,0,220,595,8,20,289,8,4,15,4
,1151,90,642,10,1,3,0,42,494,2343,12,33,842,33,7,23,3
,674,56,394,0,0,0,0,0,220,637,8,20,289,8,4,15,4
,1194,93,678,10,1,4,0,52,498,2095,12,33,893,49,7,23,3
,674,56,394,0,0,0,0,0,220,588,8,20,289,8,4,15,4
,755,141,422,46,0,1,0,2,55,1076,0,9,839,112,19,0,0
,642,70,400,10,1,3,0,24,452,863,11,25,629,60,7,18,2
,742,162,442,69,0,1,0,2,38,1061,0,14,585,113,28,0,0
,444,58,220,7,0,1,0,2,16,358,0,1,128,8,4,0,0
,519,80,270,15,0,1,0,2,22,554,0,5,247,39,8,0,0
,1223,217,744,75,1,3,0,26,504,1830,11,36,1031,122,36,18,2
,97,32,69,2,0,1,0,0,4,634,0,8,230,33,0,0,0
